title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
장태산휴양림,관광지,대전광역시 서구 장안로 461,대전광역시 서구 장안동 259,36.21596913,127.3412778,815855,Y,N,Y,Y,N,Y,2019.1.1,2000,472,Y,042-270-7883,Y,2021.10.27,6300000,대전광역시
대전둘레산길,관광단지,대전광역시 중구 보문산공원로 440,대전광역시 중구 대사동 195-2,36.30879672,127.4231236,159000,Y,N,Y,Y,N,Y,2019.1.1,10000,0,Y,042-270-5583,N,2021.10.27,6300000,대전광역시
동춘당,관광지,대전광역시 대덕구 동춘당로 80,대전광역시 대덕구 송촌동 192,36.36537889,127.4412933,4492,Y,N,Y,Y,N,Y,2019.1.1,100,30,Y,042-607-6575,N,2021.10.27,6300000,대전광역시
대전문화예술단지,관광단지,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.366496,127.3880154,33150,Y,N,Y,Y,N,Y,2019.1.1,3000,751,Y,042-270-8333,N,2021.10.27,6300000,대전광역시
으능정이문화의거리,관광지,대전광역시 중구 중앙로 170,대전광역시 중구 은행동 45-10,36.32934665,127.428337,630.8,Y,N,Y,Y,N,Y,2019.1.1,5000,355,Y,042-252-7100,N,2021.10.27,6300000,대전광역시
유성온천,관광지,대전광역시 유성구 계룡로60,대전광역시 유성구 봉명동 574,36.3547298,127.3375865,273970,Y,N,Y,Y,N,Y,2019.1.1,3000,0,Y,042-611-2114,N,2021.10.27,6300000,대전광역시
팔공산 하늘정원,관광지,,경상북도 군위군 부계면 동산리 산 74-18,36.02381298,128.6967605,6000,"정자, 탐방로",,"정자, 탐방로","정자, 탐방로",,,2015.6.12,100,10,"오도암, 비로봉, 동봉, 서봉 등 팔공산의 봉우리들을 자유롭게 다닐 수 있는 오름길",054-380-7943,경상북도 군위군청,2021.10.26,5140000,경상북도 군위군
김수환 추기경 사랑과 나눔 공원,관광지,경상북도 군위군 군위읍 군위금성로 270,경상북도 군위군 군위읍 용대리 424,36.23244889,128.5996129,32128,공원,,,"기념관, 경당, 추기경생가, 십자가의 길, 평화의 숲, 추모정원, 중앙광장, 잔디광장, 옹기가마",,,2018.3.27,30,20,"김수환 추기경의 사랑과 나눔 정신의 계승,확산을 위한 정신문화 공간",054-380-6064,경상북도 군위군청,2021.10.26,5140000,경상북도 군위군
사라온 이야기 마을,관광지,경상북도 군위군 군위읍 동서길 49,경상북도 군위군 군위읍 서부리 44-1,36.23615536,128.5677328,8140,관리사무소+주차장,,,"야외쉼터, 환희문(정문), 적라촌, 적라청, 적라골",매표소,,2015.10.1,200,70,"선조들이 살아온 역사와 문화를 적라촌, 적라청, 적라골 3가지 테마로 나누어 재현",054-380-7216,경상북도 군위군청,2021.10.26,5140000,경상북도 군위군
금정산,관광지,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.28304264,129.0676208,18845,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1994.1.1,100,100,금정산은‘산마루에 우물이 있어 한 마리 금빛 나는 물고기가 오색구름을 타고 하늘에서 내려 와 우물 속에 놀았다’는 이야기에서 유래하여 이름 붙은 부산의 진산이다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
범어사,관광지,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.28304308,129.0676212,3513,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1966.1.1,100,100,범어사는 역사적으로 많은 고승대덕을 길러내고 선승을 배출한 수행사찰로 오랜 전통과 많은 문화재가 보존되어 있는 한국 불교계의 중심지 중 하나이다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
회동수원지,관광지,부산광역시 금정구 오륜대로258,부산광역시 금정구 오륜동 353-2,35.24707332,129.115753,2017,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2010.1.1,100,20,"조선시대부터 아름다운 풍경으로 유명한 회동수원지는 금정구를 대표하는 도심 속 힐링 명소이다. 땅뫼산 황토숲길, 편백나무숲, 오륜대 전망대는 일상 속 휴식처가 되어 준다.",051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
서동미로시장,관광지,부산광역시 금정구 서동로141번길 16,부산광역시 금정구 서동 341-10,35.21586987,129.102466,20000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2014.1.1,100,20,서동미로시장은 아름다운 길(美路)이라는 의미이자 골목마다 형성된 상권이 미로같다 하여 이름 붙은 문화관광형 시장이다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
스포원파크,관광지,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 1641,35.28912108,129.1070434,30000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2014.1.1,100,100,스포원파크는 기존의 경기장과는 달리 ‘공원’과 ‘개방’의 개념을 도입한 ‘공원형 경기장’으로서 쾌적한 환경여건을 가지고 있어 건강과 휴식을 위한 명소로 사랑받고 있다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
한국이슬람부산성원,관광지,부산광역시 금정구 금단로 113-13,부산광역시 금정구 남산동 30-1,35.25998626,129.0922564,2022,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1980.9.30,100,100,"부산의 유일한 한국이슬람 부산성원은 이슬람 신자들에게는 네트워킹 장이자 쉼터로, 지역민들에게는 이슬람 문화를 체험하고 강연을 접할 수 있는 장소로 자리 잡고 있다.",051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
요산문학관,관광지,부산광역시 금정구 팔송로 60-6,부산광역시 금정구 남산동 662,35.27236562,129.085732,1128,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2006.11.1,100,100,일제강점기의 잔인했던 시절 속 궁핍한 현실을 작품에 담은 요산 김정한 선생의 문학 정신과 삶을 기리는 문학관은 요산 선생의 생가와 연접해 그의 숨결을 더욱 깊이 느낄 수 있다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
오륜대한국순교자박물관,관광지,부산광역시 금정구 오륜대로 106-1,부산광역시 금정구 부곡동 1-4,35.24570172,129.1009016,1317,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1982.9.25,100,100,한국 가톨릭 순교자들의 신념을 기억하기 위해 건립된 오륜대한국순교자박물관에는 한국 순교자들의 유물뿐만 아니라 역사적 의미가 있는 자료들도 함께 전시·보존하여 더욱 의미가 있다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
부산대젊음의거리,관광지,부산광역시 금정구 장전온천천로 51,부산광역시 금정구 장전동 643-117,35.229587,129.0888177,10000,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,2004.1.1,100,100,"청춘들의 꿈, 열정, 자유가 넘치는 부산대 젊음의 거리는 색다른 문화공연과 프리마켓 등 다양한 행사가 날마다 이어진다. 골목골목 위치한 상점에서 청춘의 열기를 느낄 수 있다.",051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
금정산성마을,관광지,부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3,35.250339,129.0561338,7450,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,금정구 홈페이지 참고,1994.1.1,100,100,금정산성마을은 금정산 해발 400m의 분지에 아담히 자리잡은 산성마을로 금정산 능선이 병풍처럼 둘러싸고 있는 아름다운 자연환경을 갖추고 있어 휴일이면 이곳을 찾는 등산객들의 발길이 끊이지 않는다.,051-519-4081,금정구 문화관광과,2021.10.21,3350000,부산광역시 금정구
유당공원,관광지,전라남도 광양시 광양읍 백운로 14,전라남도 광양시 광양읍 목성리 673-1,34.97010442,127.5924243,10029,주차장,해당없음,해당없음,,,,1979.12.3,10000,1000,1528년 광양현감 박세후 조성,061-797-4979,광양시청 공원녹지과,2021.10.26,4840000,전라남도 광양시
서천무지개분수대,관광지,,전라남도 광양시 광양읍 칠성리 729,34.9735109,127.5756854,10029,"주차장, 화장실",,,,,,1979.12.3,10000,1000,음악분수 퍼포먼스 공연,061-797-4979,광양시청 공원녹지과,2021.10.26,4840000,전라남도 광양시
장도전수관,관광지,전라남도 광양시 광양읍 매천로 771,전라남도 광양시 광양읍 칠성리 1009-3,34.97705608,127.5805515,1590.8,"화장실, 주차장, 기념품 판매소",,해당없음,,,,2001.6.30,10000,1000,"장도 선비·부녀자 사용, 중요무형문화재 60호 장도장",061-763-0510,광양 장도박물관,2021.10.26,4840000,전라남도 광양시
도립미술관,관광지,전라남도 광양시 순광로 680-4,전라남도 광양시 광양읍 인동리 227-1,34.96887104,127.5903033,9464,"화장실, 주차장, 기념품 판매소",,,"미술관, 전시관",카페테리아,관리사무소,2017.7.7,10000,1000,2017년 말 착공 예정,061-797-2227,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
광양와인동굴,관광지,전라남도 광양시 광양읍 강정길 33,전라남도 광양시 광양읍 용강리 48-1,34.96130264,127.6085909,10029,"화장실, 주차장, 기념품, 특산품 판매소, 매표소",해당없음,해당없음,해당없음,카페테리아,관리사무소,2017.7.7,10000,1000,"바닥 트릭아트, 세계 와인 전시, 와인 카페테리아, 오브젝트 맴핑, VR체험관 등",061-794-7788,광양 와인동굴,2021.10.26,4840000,전라남도 광양시
광양역사문화관,관광지,전라남도 광양시 광양읍 매천로 829,전라남도 광양시 광양읍 읍내리 272-1,34.9757671,127.5859802,2447,"화장실, 주차장",,,전시관,,관리사무소,1942.8.25,10000,1000,"광양의 역사, 문화, 인물 자료 전시·설명",061-797-1985,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
사라실 라벤더 단지,관광지,,전라남도 광양시 주암면 문길리 산 20-2,35.04162939,127.270748,23792,"화장실, 주차장, 기념품 판매소, 매표소",,,,"레스토랑, 카페테리아",관리사무소,2005.5.15,10000,1000,"라벤더마을, 라벤더 체험장",061-762-0723,사라실라벤터 영농조합법인,2021.10.26,4840000,전라남도 광양시
사라실 예술촌,관광지,전라남도 광양시 사곡로 201,전라남도 광양시 사곡리 1005,34.962211,127.626222,14000,"화장실, 주차장",,,,,,1979.12.3,10000,1000,광양 사라실 예술촌,061-797-2734,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
광양 마로산성,관광지,,전라남도 광양시 사곡리 산 254,34.966742,127.619496,10029,"화장실, 주차장",,,,,,1979.12.3,10000,1000,국가지정문화재 사적 제492호,061-797-2418,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
광양 궁시장,관광지,,전라남도 광양시 광양읍 구산리 716,34.98778794,127.5865036,1377,"화장실, 궁시 체험장",,-,,,,1979.12.3,10000,1000,도지정무형문화재 제12호,061-763-1154,광양궁시전수교육관,2021.10.26,4840000,전라남도 광양시
매천황현생가,관광지,전라남도 광양시 봉강면 서석길 14-3,전라남도 광양시 봉강면 석사리 758,34.99341564,127.561707,522,화장실,,,,,,1979.12.3,10000,1000,조선의 마지막 선비 우국지사 매천 황현선생 생가,061-797-2418,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
해달별천문대,관광지,전라남도 광양시 봉강면 하조길 91-20,전라남도 광양시 봉강면 조령리 산 222-7,35.07478024,127.5540516,1421,"화장실, 천문대",,,,,,2016.1.28,10000,1000,"낮-태양, 밤-해·달 관찰, 천체사진 촬영",061-762-5393,광양 해달별천문대,2021.10.26,4840000,전라남도 광양시
백운산자연휴양림,관광지,전라남도 광양시 옥룡면 백계로 33,전라남도 광양시 옥룡면 추산리 산 114,35.05645795,127.5976491,5157,"화장실, 주차장, 매표소, 매점","캐빈하우스 20, 카라반 3","수영장, 황톳길, 둘레길",,,관리사무소,1979.12.3,10000,1000,"교육장, 야영장, 수영장, 산책로",061-797-4705,광양시 휴양림사업소,2021.10.26,4840000,전라남도 광양시
광양 옥룡사지,관광지,전라남도 광양시 옥룡면 추산리 산 35-1,전라남도 광양시 옥룡면 추산리 산 35-1,35.04701721,127.6085305,136502,"화장실, 주차장",,,,,,1979.12.3,10000,1000,국가지정문화재 사적 제207호,061-797-2418,광양시청 문화예술과,2021.10.26,4840000,전라남도 광양시
국사봉랜드,관광지,전라남도 광양시 옥곡면 대치로 433,전라남도 광양시 옥곡면 수평리 130,35.00642478,127.6525399,10029,"화장실, 주차장, 매점, 매표소","객실 16, 카라반 3","수영장, 4계저 썰매장, 실내행사장, 족구장, 트램폴린",,,,1979.12.3,10000,1000,"숙박, 물놀이장, 야외공연장",061-794-8724,광양 국사봉랜드,2021.10.26,4840000,전라남도 광양시
